"Boss","Zone","Tier","TierName","Difficulty","CustomClimax","DesignSummary","IntendedBuild","TargetClearTime","Level","HP_1PC","HP_2PC","HP_3PlusPC","PopCostHuntMarks","BaseInfamy","BaseGil","BaseCruor","ATT_Add","DEF_Add","MATT_Add","ACC_Add","EVA_Add","MACC_Add","MEVA_Add","WeaponDMG_Add","DoubleAttackPct_Add","HastePct_Add","AllElementMEVA_Add","FirstSignatureSec","RepeatIntervalSec","PressureStartsSec","PressureStepSec","RepeatTitle","RepeatType","RepeatTell","RepeatCounter","RepeatWindowSec","RepeatFailDamagePctMaxHP","RepeatFailStatus","RepeatStatusDurationSec","RepeatFailMessage","RepeatSuccessMessage","RepeatSuccessReward","Phase70Title","Phase70Type","Phase70Tell","Phase70Counter","Phase70WindowSec","Phase70FailDamagePctMaxHP","Phase70FailStatus","Phase70StatusDurationSec","Phase70FailMessage","Phase70SuccessMessage","Phase70SuccessReward","Phase30Title","Phase30Type","Phase30Tell","Phase30Counter","Phase30WindowSec","Phase30FailDamagePctMaxHP","Phase30FailStatus","Phase30StatusDurationSec","Phase30FailMessage","Phase30SuccessMessage","Phase30SuccessReward","FailEscalationPerStack","PressurePerStack","OwnerRule","ProcRules","RewardRules","SourceKey"
"Lentor","Abyssea - Konschtat","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Mucid Bulwark","burst","Mucid Bulwark - mucus hardens; break 3% of its HP before it sets!","Deal 3% of maximum HP before the check: 120,000 solo / 186,000 with 2 PCs / 252,000 with 3+ PCs.","5","20","SLOW","6","The shell hardens around Lentor.","The bulwark sloughs away.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Mucid Bulwark","burst","At 70%: Mucid Bulwark - mucus hardens; break 3% of its HP before it sets!","Deal 3% of maximum HP before the check: 120,000 solo / 186,000 with 2 PCs / 252,000 with 3+ PCs.","5","20","SLOW","6","The shell hardens around Lentor.","The bulwark sloughs away.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Mucid Bulwark","burst","Final test at 30%: Mucid Bulwark - mucus hardens; break 3% of its HP before it sets!","Deal 3% of maximum HP before the check: 120,000 solo / 186,000 with 2 PCs / 252,000 with 3+ PCs.","4","25","SLOW","6","The shell hardens around Lentor.","The bulwark sloughs away.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","lentor"
"Sarcophilus","Abyssea - Konschtat","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Ripped-Skin Feint","hold","Ripped-Skin Feint - it presents a false opening; hold your fire!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","20","SILENCE","6","The counter tears through you.","The feint collapses.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Ripped-Skin Feint","hold","At 70%: Ripped-Skin Feint - it presents a false opening; hold your fire!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","20","SILENCE","6","The counter tears through you.","The feint collapses.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Ripped-Skin Feint","hold","Final test at 30%: Ripped-Skin Feint - it presents a false opening; hold your fire!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","4","25","SILENCE","6","The counter tears through you.","The feint collapses.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","sarcophilus"
"Kukulkan","Abyssea - Konschtat","1","Visions","Entry","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Grim Glower","turn","Grim Glower - yellow eyes blaze; turn away from petrification!","Turn away; the owner must not be facing the boss when the check resolves.","5","20","GRADUAL_PETRIFICATION","8","The yellow gaze begins to petrify you.","Kukulkan loses sight of its prey.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Grim Glower","turn","At 70%: Grim Glower - yellow eyes blaze; turn away from petrification!","Turn away; the owner must not be facing the boss when the check resolves.","5","20","GRADUAL_PETRIFICATION","8","The yellow gaze begins to petrify you.","Kukulkan loses sight of its prey.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Oppressive Gaze","rear","Final test at 30%: Oppressive Gaze - blue eyes blaze; reach its rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","4","25","TERROR","5","Terror and poison flood your body.","The oppressive gaze misses and its scales part.","14s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","kukulkan"
"Eccentric Eve","Abyssea - Konschtat","1","Visions","Entry","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Extremely Bad Breath","rear","Extremely Bad Breath - the morbol inhales; get behind it!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","20","CURSE_I","12","The breath leaves you barely standing.","The killing breath wilts Eve instead.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Extremely Bad Breath","rear","At 70%: Extremely Bad Breath - the morbol inhales; get behind it!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","20","CURSE_I","12","The breath leaves you barely standing.","The killing breath wilts Eve instead.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Tainting Breath","move","Final test at 30%: Tainting Breath - a charming perfume gathers; break away 10 yalms!","Move at least 10 yalms from the position where the tell began.","4","25","TERROR","6","The perfume steals your will.","The perfume disperses.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","eccentriceve"
"Bloodeye Vileberry","Abyssea - Konschtat","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Grudge Spiral","move","Grudge Spiral - the tonberry fixes your position; move 9 yalms!","Move at least 9 yalms from the position where the tell began.","5","20","AMNESIA","6","The accumulated grudge finds you.","The grudge strikes empty ground.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Grudge Spiral","move","At 70%: Grudge Spiral - the tonberry fixes your position; move 9 yalms!","Move at least 9 yalms from the position where the tell began.","5","20","AMNESIA","6","The accumulated grudge finds you.","The grudge strikes empty ground.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Grudge Spiral","move","Final test at 30%: Grudge Spiral - the tonberry fixes your position; move 9 yalms!","Move at least 9 yalms from the position where the tell began.","4","25","AMNESIA","6","The accumulated grudge finds you.","The grudge strikes empty ground.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","bloodeyevileberry"
"Lachrymater","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Vestige of the Day","hold","Vestige of the Day - the elemental vestige mirrors attacks; pause!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","20","PARALYSIS","6","The vestige reflects your aggression.","The day-aspect fades.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Vestige of the Day","hold","At 70%: Vestige of the Day - the elemental vestige mirrors attacks; pause!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","20","PARALYSIS","6","The vestige reflects your aggression.","The day-aspect fades.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Vestige of the Day","hold","Final test at 30%: Vestige of the Day - the elemental vestige mirrors attacks; pause!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","4","25","PARALYSIS","6","The vestige reflects your aggression.","The day-aspect fades.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","lachrymater"
"Hedetet","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Acidic Pincer","rear","Acidic Pincer - the claws spread forward; circle behind!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","20","BLINDNESS","6","Acid floods the wound.","The pincers snap on empty air.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Acidic Pincer","rear","At 70%: Acidic Pincer - the claws spread forward; circle behind!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","20","BLINDNESS","6","Acid floods the wound.","The pincers snap on empty air.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Acidic Pincer","rear","Final test at 30%: Acidic Pincer - the claws spread forward; circle behind!","Move behind the boss (default safe rear arc is approximately 48 degrees).","4","25","BLINDNESS","6","Acid floods the wound.","The pincers snap on empty air.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","hedetet"
"Muscaliet","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Resilient Mane","burst","Resilient Mane - its mane stiffens; deal 3% HP to break it!","Deal 3% of maximum HP before the check: 120,000 solo / 186,000 with 2 PCs / 252,000 with 3+ PCs.","5","20","SLOW","6","The mane becomes an iron wall.","The mane parts and exposes its neck.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Resilient Mane","burst","At 70%: Resilient Mane - its mane stiffens; deal 3% HP to break it!","Deal 3% of maximum HP before the check: 120,000 solo / 186,000 with 2 PCs / 252,000 with 3+ PCs.","5","20","SLOW","6","The mane becomes an iron wall.","The mane parts and exposes its neck.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Resilient Mane","burst","Final test at 30%: Resilient Mane - its mane stiffens; deal 3% HP to break it!","Deal 3% of maximum HP before the check: 120,000 solo / 186,000 with 2 PCs / 252,000 with 3+ PCs.","4","25","SLOW","6","The mane becomes an iron wall.","The mane parts and exposes its neck.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","muscaliet"
"Cannered Noz","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Baleful Skull","face","Baleful Skull - the skull demands courage; face it!","Face the boss when the check resolves.","5","20","SILENCE","6","The skull brands your mind.","The baleful flame gutters out.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Baleful Skull","face","At 70%: Baleful Skull - the skull demands courage; face it!","Face the boss when the check resolves.","5","20","SILENCE","6","The skull brands your mind.","The baleful flame gutters out.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Baleful Skull","face","Final test at 30%: Baleful Skull - the skull demands courage; face it!","Face the boss when the check resolves.","4","25","SILENCE","6","The skull brands your mind.","The baleful flame gutters out.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","cannerednoz"
"Ophanim","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Threefold Offering","weaponskill","Threefold Offering - its trophies orbit; shatter them with a weapon skill!","The fight owner must use any weapon skill during the window.","5","20","PLAGUE","6","The offerings empower Ophanim.","The orbit collapses.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Threefold Offering","weaponskill","At 70%: Threefold Offering - its trophies orbit; shatter them with a weapon skill!","The fight owner must use any weapon skill during the window.","5","20","PLAGUE","6","The offerings empower Ophanim.","The orbit collapses.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Threefold Offering","weaponskill","Final test at 30%: Threefold Offering - its trophies orbit; shatter them with a weapon skill!","The fight owner must use any weapon skill during the window.","4","25","PLAGUE","6","The offerings empower Ophanim.","The orbit collapses.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","ophanim"
"Tefenet","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Shocking Whisker","far","Shocking Whisker - its whiskers crackle; retreat 11 yalms!","Move at least 11 yalms from the boss.","5","20","AMNESIA","6","Lightning courses through you.","The charge grounds out.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Shocking Whisker","far","At 70%: Shocking Whisker - its whiskers crackle; retreat 11 yalms!","Move at least 11 yalms from the boss.","5","20","AMNESIA","6","Lightning courses through you.","The charge grounds out.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Shocking Whisker","far","Final test at 30%: Shocking Whisker - its whiskers crackle; retreat 11 yalms!","Move at least 11 yalms from the boss.","4","25","AMNESIA","6","Lightning courses through you.","The charge grounds out.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","tefenet"
"Gancanagh","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Alkaline Feast","move","Alkaline Feast - the soil bubbles underfoot; move 7 yalms!","Move at least 7 yalms from the position where the tell began.","5","20","POISON","6","Caustic humus engulfs you.","The eruption misses.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Alkaline Feast","move","At 70%: Alkaline Feast - the soil bubbles underfoot; move 7 yalms!","Move at least 7 yalms from the position where the tell began.","5","20","POISON","6","Caustic humus engulfs you.","The eruption misses.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Alkaline Feast","move","Final test at 30%: Alkaline Feast - the soil bubbles underfoot; move 7 yalms!","Move at least 7 yalms from the position where the tell began.","4","25","POISON","6","Caustic humus engulfs you.","The eruption misses.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","gancanagh"
"Abas","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Eft-Egg Guard","hold","Eft-Egg Guard - it curls around its clutch; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","20","PARALYSIS","6","The guarded clutch erupts.","Abas leaves its clutch exposed.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Eft-Egg Guard","hold","At 70%: Eft-Egg Guard - it curls around its clutch; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","20","PARALYSIS","6","The guarded clutch erupts.","Abas leaves its clutch exposed.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Eft-Egg Guard","hold","Final test at 30%: Eft-Egg Guard - it curls around its clutch; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","4","25","PARALYSIS","6","The guarded clutch erupts.","Abas leaves its clutch exposed.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","abas"
"Vetehinen","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Limule Clamp","near","Limule Clamp - its reach extends; close within 5 yalms!","Move within 5 yalms of the boss.","5","20","BLINDNESS","6","The pincer drags you through the mire.","You crowd inside the clamp.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Limule Clamp","near","At 70%: Limule Clamp - its reach extends; close within 5 yalms!","Move within 5 yalms of the boss.","5","20","BLINDNESS","6","The pincer drags you through the mire.","You crowd inside the clamp.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Limule Clamp","near","Final test at 30%: Limule Clamp - its reach extends; close within 5 yalms!","Move within 5 yalms of the boss.","4","25","BLINDNESS","6","The pincer drags you through the mire.","You crowd inside the clamp.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","vetehinen"
"Alectryon","Abyssea - Tahrongi","1","Visions","Entry","No","Standard Visions encounter: one mechanic taught repeatedly and reinforced at both phase floors.","Enhanced Relic; no Atma assumed","5-7 min solo","120","4000000","6200000","8400000","200","25","250000","1000","6500","850","2000","700","800","700","250","300","20","10","50","24","52","240","30","Quivering Brood","turn","Quivering Brood - the brood flashes; turn away!","Turn away; the owner must not be facing the boss when the check resolves.","5","20","SLOW","6","The flash blinds and panics you.","The hatchlings lose their mark.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Quivering Brood","turn","At 70%: Quivering Brood - the brood flashes; turn away!","Turn away; the owner must not be facing the boss when the check resolves.","5","20","SLOW","6","The flash blinds and panics you.","The hatchlings lose their mark.","10s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","Quivering Brood","turn","Final test at 30%: Quivering Brood - the brood flashes; turn away!","Turn away; the owner must not be facing the boss when the check resolves.","4","25","SLOW","6","The flash blinds and panics you.","The hatchlings lose their mark.","12s vulnerability: DEF -300, EVA -100, MDEF -35; also removes one escalation stack.","ATT +500; MATT +200","ATT +175; MATT +55; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","alectryon"
